filename,label,path
yepaqgceod_176.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/176.png
yepaqgceod_88.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/88.png
yepaqgceod_162.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/162.png
yepaqgceod_189.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/189.png
yepaqgceod_77.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/77.png
yepaqgceod_63.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/63.png
yepaqgceod_228.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/228.png
yepaqgceod_200.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/200.png
yepaqgceod_214.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/214.png
yepaqgceod_215.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/215.png
yepaqgceod_201.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/201.png
yepaqgceod_229.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/229.png
yepaqgceod_62.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/62.png
yepaqgceod_188.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/188.png
yepaqgceod_76.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/76.png
yepaqgceod_163.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/163.png
yepaqgceod_177.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/177.png
yepaqgceod_89.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/89.png
yepaqgceod_149.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/149.png
yepaqgceod_161.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/161.png
yepaqgceod_175.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/175.png
yepaqgceod_60.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/60.png
yepaqgceod_74.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/74.png
yepaqgceod_48.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/48.png
yepaqgceod_217.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/217.png
yepaqgceod_203.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/203.png
yepaqgceod_202.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/202.png
yepaqgceod_216.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/216.png
yepaqgceod_49.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/49.png
yepaqgceod_75.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/75.png
yepaqgceod_61.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/61.png
yepaqgceod_174.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/174.png
yepaqgceod_160.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/160.png
yepaqgceod_148.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/148.png
yepaqgceod_164.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/164.png
yepaqgceod_170.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/170.png
yepaqgceod_158.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/158.png
yepaqgceod_59.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/59.png
yepaqgceod_65.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/65.png
yepaqgceod_71.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/71.png
yepaqgceod_212.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/212.png
yepaqgceod_206.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/206.png
yepaqgceod_207.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/207.png
yepaqgceod_213.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/213.png
yepaqgceod_70.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/70.png
yepaqgceod_64.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/64.png
yepaqgceod_58.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/58.png
yepaqgceod_159.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/159.png
yepaqgceod_171.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/171.png
yepaqgceod_165.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/165.png
yepaqgceod_173.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/173.png
yepaqgceod_167.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/167.png
yepaqgceod_99.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/99.png
yepaqgceod_8.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/8.png
yepaqgceod_72.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/72.png
yepaqgceod_198.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/198.png
yepaqgceod_66.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/66.png
yepaqgceod_205.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/205.png
yepaqgceod_211.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/211.png
yepaqgceod_239.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/239.png
yepaqgceod_238.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/238.png
yepaqgceod_210.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/210.png
yepaqgceod_204.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/204.png
yepaqgceod_199.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/199.png
yepaqgceod_67.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/67.png
yepaqgceod_73.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/73.png
yepaqgceod_9.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/9.png
yepaqgceod_166.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/166.png
yepaqgceod_98.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/98.png
yepaqgceod_172.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/172.png
yepaqgceod_129.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/129.png
yepaqgceod_115.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/115.png
yepaqgceod_101.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/101.png
yepaqgceod_14.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/14.png
yepaqgceod_28.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/28.png
yepaqgceod_263.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/263.png
yepaqgceod_277.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/277.png
yepaqgceod_288.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/288.png
yepaqgceod_289.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/289.png
yepaqgceod_276.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/276.png
yepaqgceod_262.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/262.png
yepaqgceod_29.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/29.png
yepaqgceod_15.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/15.png
yepaqgceod_100.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/100.png
yepaqgceod_114.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/114.png
yepaqgceod_128.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/128.png
yepaqgceod_102.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/102.png
yepaqgceod_116.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/116.png
yepaqgceod_17.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/17.png
yepaqgceod_248.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/248.png
yepaqgceod_274.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/274.png
yepaqgceod_260.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/260.png
yepaqgceod_261.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/261.png
yepaqgceod_275.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/275.png
yepaqgceod_249.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/249.png
yepaqgceod_16.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/16.png
yepaqgceod_117.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/117.png
yepaqgceod_103.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/103.png
yepaqgceod_107.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/107.png
yepaqgceod_113.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/113.png
yepaqgceod_12.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/12.png
yepaqgceod_271.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/271.png
yepaqgceod_265.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/265.png
yepaqgceod_259.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/259.png
yepaqgceod_258.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/258.png
yepaqgceod_264.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/264.png
yepaqgceod_270.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/270.png
yepaqgceod_13.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/13.png
yepaqgceod_112.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/112.png
yepaqgceod_106.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/106.png
yepaqgceod_110.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/110.png
yepaqgceod_104.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/104.png
yepaqgceod_138.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/138.png
yepaqgceod_39.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/39.png
yepaqgceod_11.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/11.png
yepaqgceod_266.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/266.png
yepaqgceod_272.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/272.png
yepaqgceod_299.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/299.png
yepaqgceod_298.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/298.png
yepaqgceod_273.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/273.png
yepaqgceod_267.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/267.png
yepaqgceod_10.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/10.png
yepaqgceod_38.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/38.png
yepaqgceod_139.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/139.png
yepaqgceod_105.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/105.png
yepaqgceod_111.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/111.png
yepaqgceod_108.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/108.png
yepaqgceod_134.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/134.png
yepaqgceod_120.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/120.png
yepaqgceod_35.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/35.png
yepaqgceod_21.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/21.png
yepaqgceod_242.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/242.png
yepaqgceod_256.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/256.png
yepaqgceod_281.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/281.png
yepaqgceod_295.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/295.png
yepaqgceod_294.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/294.png
yepaqgceod_280.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/280.png
yepaqgceod_257.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/257.png
yepaqgceod_243.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/243.png
yepaqgceod_20.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/20.png
yepaqgceod_34.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/34.png
yepaqgceod_121.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/121.png
yepaqgceod_135.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/135.png
yepaqgceod_109.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/109.png
yepaqgceod_123.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/123.png
yepaqgceod_137.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/137.png
yepaqgceod_22.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/22.png
yepaqgceod_36.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/36.png
yepaqgceod_269.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/269.png
yepaqgceod_255.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/yepaqgceod/255.png
rkmdpgiyzy_176.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/176.png
rkmdpgiyzy_88.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/88.png
rkmdpgiyzy_162.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/162.png
rkmdpgiyzy_189.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/189.png
rkmdpgiyzy_77.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/77.png
rkmdpgiyzy_63.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/63.png
rkmdpgiyzy_228.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/228.png
rkmdpgiyzy_200.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/200.png
rkmdpgiyzy_214.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/214.png
rkmdpgiyzy_215.png,FAKE,/Users/sushilkamble/Downloads/Deepfake/archive/rkmdpgiyzy/215.png
